ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,T,T_lower,T_upper,T_t+1,T_t+1_lower,T_t+1_upper,T_t+2,T_t+2_lower,T_t+2_upper,T_t+3,T_t+3_lower,T_t+3_upper,V,V_lower,V_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,is_holiday,is_holiday_lower,is_holiday_upper,is_shortday,is_shortday_lower,is_shortday_upper,is_weekend,is_weekend_lower,is_weekend_upper,is_workday,is_workday_lower,is_workday_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat,y
2020-02-14,122.76709764900987,37.84700078752508,44.816733700782684,122.76709756521761,122.76709773181817,-0.01839841207688198,-0.01839841207688198,-0.01839841207688198,-0.0032571950323561443,-0.0032571950323561443,-0.0032571950323561443,0.011948621995079761,0.011948621995079761,0.011948621995079761,0.06839459285147614,0.06839459285147614,0.06839459285147614,0.08255351190450198,0.08255351190450198,0.08255351190450198,-0.6812898803581803,-0.6812898803581803,-0.6812898803581803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.822531,-0.822531,-0.822531,-0.6639083974551918,-0.6639083974551918,-0.6639083974551918,0.00028541777473215044,0.00028541777473215044,0.00028541777473215044,0.01709606512825627,0.01709606512825627,0.01709606512825627,0.0,0.0,0.0,41.26099058863068,40.34061217466628
2020-02-15,122.76674947573014,35.185205505070236,41.86614716885063,122.7667493905013,122.7667495601171,-0.023667137401808036,-0.023667137401808036,-0.023667137401808036,-0.0030154671407533872,-0.0030154671407533872,-0.0030154671407533872,0.012906645979608942,0.012906645979608942,0.012906645979608942,0.04808639393641765,0.04808639393641765,0.04808639393641765,0.08318520908779956,0.08318520908779956,0.08318520908779956,-0.7037673555387353,-0.7037673555387353,-0.7037673555387353,0.0,0.0,0.0,0.0,0.0,0.0,-0.821263,-0.821263,-0.821263,0.0,0.0,0.0,-0.687251731223932,-0.687251731223932,-0.687251731223932,-0.0002357026791250006,-0.0002357026791250006,-0.0002357026791250006,0.01675132699392822,0.01675132699392822,0.01675132699392822,0.0,0.0,0.0,38.39508836179985,38.116462088836364
2020-02-16,122.76640130245042,33.54307457921999,40.439222013494316,122.76640121420188,122.76640138840526,-0.021910895626832683,-0.021910895626832683,-0.021910895626832683,-0.0032571950323561443,-0.0032571950323561443,-0.0032571950323561443,0.009074550041492218,0.009074550041492218,0.009074550041492218,0.03793229447888839,0.03793229447888839,0.03793229447888839,0.08310553961678449,0.08310553961678449,0.08310553961678449,-0.7163187065220237,-0.7163187065220237,-0.7163187065220237,0.0,0.0,0.0,0.0,0.0,0.0,-0.821263,-0.821263,-0.821263,0.0,0.0,0.0,-0.6994972145445573,-0.6994972145445573,-0.6994972145445573,0.0004050230178106979,0.0004050230178106979,0.0004050230178106979,0.016416468959655758,0.016416468959655758,0.016416468959655758,0.0,0.0,0.0,36.891645551727045,36.41904609711985
2020-02-17,122.76605312917069,34.92908365871457,41.80221091038287,122.76605303792552,122.76605321669342,-0.023667137401808036,-0.023667137401808036,-0.023667137401808036,-0.002290283465945117,-0.002290283465945117,-0.002290283465945117,0.007158502072433857,0.007158502072433857,0.007158502072433857,0.05824049339394689,0.05824049339394689,0.05824049339394689,0.0791827947923245,0.0791827947923245,0.0791827947923245,-0.7039066306090479,-0.7039066306090479,-0.7039066306090479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.822531,-0.822531,-0.822531,-0.6872997972032209,-0.6872997972032209,-0.6872997972032209,0.0005121229484704992,0.0005121229484704992,0.0005121229484704992,0.016094710457356547,0.016094710457356547,0.016094710457356547,0.0,0.0,0.0,38.38896971005183,37.579821303905035
2020-02-18,122.76570495589095,34.02478312561545,40.60786041283442,122.76570486207741,122.76570504498157,-0.01664217030190663,-0.01664217030190663,-0.01664217030190663,-0.001806827682739603,-0.001806827682739603,-0.001806827682739603,0.01099059801055058,0.01099059801055058,0.01099059801055058,0.04808639393641765,0.04808639393641765,0.04808639393641765,0.06961123781695261,0.06961123781695261,0.06961123781695261,-0.7122917682207255,-0.7122917682207255,-0.7122917682207255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.822531,-0.822531,-0.822531,-0.6960597798133161,-0.6960597798133161,-0.6960597798133161,0.0004427348601247828,0.0004427348601247828,0.0004427348601247828,0.015789253547284533,0.015789253547284533,0.015789253547284533,0.0,0.0,0.0,37.313435395666964,37.40560242974402
2020-02-19,122.76535678261122,32.69949474031365,39.65877082213785,122.7653566869497,122.76535687326974,-0.013129686751955924,-0.013129686751955924,-0.013129686751955924,-0.0027737392491506306,-0.0027737392491506306,-0.0027737392491506306,0.009074550041492218,0.009074550041492218,0.009074550041492218,0.04808639393641765,0.04808639393641765,0.04808639393641765,0.06230646374656445,0.06230646374656445,0.06230646374656445,-0.7189670182766322,-0.7189670182766322,-0.7189670182766322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.822531,-0.822531,-0.822531,-0.7041445060826231,-0.7041445060826231,-0.7041445060826231,-0.0006807048220098777,-0.0006807048220098777,-0.0006807048220098777,0.015503217016019004,0.015503217016019004,0.015503217016019004,0.0,0.0,0.0,36.320805266862436,37.976364406977645
2020-02-20,122.7650086093315,32.71638012365141,39.71469389371515,122.76500851221162,122.7650087015579,-0.020154653851857333,-0.020154653851857333,-0.020154653851857333,-0.002290283465945117,-0.002290283465945117,-0.002290283465945117,0.009074550041492218,0.009074550041492218,0.009074550041492218,0.04808639393641765,0.04808639393641765,0.04808639393641765,0.06730182179282586,0.06730182179282586,0.06730182179282586,-0.7205131715470667,-0.7205131715470667,-0.7205131715470667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.822531,-0.822531,-0.822531,-0.7060024987961072,-0.7060024987961072,-0.7060024987961072,-0.0007288911000026586,-0.0007288911000026586,-0.0007288911000026586,0.015239563850962203,0.015239563850962203,0.015239563850962203,0.0,0.0,0.0,36.09260576641785,38.45486558051517
2020-02-21,122.76466043605177,32.14302793278676,39.23540517934246,122.76466033747357,122.76466052984608,-0.01664217030190663,-0.01664217030190663,-0.01664217030190663,-0.002290283465945117,-0.002290283465945117,-0.002290283465945117,0.009074550041492218,0.009074550041492218,0.009074550041492218,0.043009344207653025,0.043009344207653025,0.043009344207653025,0.06655207657965824,0.06655207657965824,0.06655207657965824,-0.7228274829390482,-0.7228274829390482,-0.7228274829390482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.822531,-0.822531,-0.822531,-0.7075410414884001,-0.7075410414884001,-0.7075410414884001,0.0002854177747326803,0.0002854177747326803,0.0002854177747326803,0.015001023675915352,0.015001023675915352,0.015001023675915352,0.0,0.0,0.0,35.90362473315791,39.15285801043743
2020-02-22,122.76431226277204,32.616771228735026,39.40875182413505,122.76431216273548,122.76431235813422,-0.01664217030190663,-0.01664217030190663,-0.01664217030190663,-0.002290283465945117,-0.002290283465945117,-0.002290283465945117,0.008116526056963037,0.008116526056963037,0.008116526056963037,0.043009344207653025,0.043009344207653025,0.043009344207653025,0.06900833203619101,0.06900833203619101,0.06900833203619101,-0.7200612514670446,-0.7200612514670446,-0.7200612514670446,0.0,0.0,0.0,0.0,0.0,0.0,-0.821263,-0.821263,-0.821263,0.0,0.0,0.0,-0.7055069421345996,-0.7055069421345996,-0.7055069421345996,-0.0002357026791243957,-0.0002357026791243957,-0.0002357026791243957,0.014790012011569353,0.014790012011569353,0.014790012011569353,0.0,0.0,0.0,36.153237715006604,39.068084577986916
2020-02-23,122.7639640894923,32.46871404536768,39.38430174634592,122.7639639879974,122.76396418651011,-0.01664217030190663,-0.01664217030190663,-0.01664217030190663,-0.0020485555743423598,-0.0020485555743423598,-0.0020485555743423598,0.008116526056963037,0.008116526056963037,0.008116526056963037,0.03793229447888839,0.03793229447888839,0.03793229447888839,0.07106754614879787,0.07106754614879787,0.07106754614879787,-0.7218413591915996,-0.7218413591915996,-0.7218413591915996,-0.820267,-0.820267,-0.820267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7068277877168672,-0.7068277877168672,-0.7068277877168672,0.00040502301781147535,0.00040502301781147535,0.00040502301781147535,0.014608548456921054,0.014608548456921054,0.014608548456921054,0.0,0.0,0.0,35.99098294076354,34.86648390023516
2020-02-24,122.76361591621257,29.309516996600287,36.08731053335115,122.76361581322439,122.76361601545614,-0.014885928526931278,-0.014885928526931278,-0.014885928526931278,-0.0020485555743423598,-0.0020485555743423598,-0.0020485555743423598,0.007158502072433857,0.007158502072433857,0.007158502072433857,0.007469996106300643,0.007469996106300643,0.007469996106300643,0.07407133368721225,0.07407133368721225,0.07407133368721225,-0.7494976522353268,-0.7494976522353268,-0.7494976522353268,0.0,0.0,0.0,0.0,0.0,0.0,-0.821263,-0.821263,-0.821263,0.0,0.0,0.0,-0.734527353222579,-0.734527353222579,-0.734527353222579,0.0005121229484697231,0.0005121229484697231,0.0005121229484697231,0.01445817606427816,0.01445817606427816,0.01445817606427816,0.0,0.0,0.0,32.59038204524368,30.067617140623167
2020-02-25,122.76326774293284,30.654014650157336,37.625033581574435,122.76326763730185,122.76326784458486,-0.014885928526931278,-0.014885928526931278,-0.014885928526931278,-0.001806827682739603,-0.001806827682739603,-0.001806827682739603,0.0014103581652587702,0.0014103581652587702,0.0014103581652587702,0.027778195021359146,0.027778195021359146,0.027778195021359146,0.07370651399996747,0.07370651399996747,0.07370651399996747,-0.7363286890230856,-0.7363286890230856,-0.7363286890230856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.822531,-0.822531,-0.822531,-0.7215460698688674,-0.7215460698688674,-0.7215460698688674,0.0004427348601236187,0.0004427348601236187,0.0004427348601236187,0.014339884294094527,0.014339884294094527,0.014339884294094527,0.0,0.0,0.0,34.18391437876015,34.03456425897986
2020-02-26,122.76291956965312,31.81288703397966,38.808611175217294,122.7629194619879,122.7629196737136,-0.013129686751955924,-0.013129686751955924,-0.013129686751955924,-0.0003564603331230618,-0.0003564603331230618,-0.0003564603331230618,0.0052424541033754945,0.0052424541033754945,0.0052424541033754945,0.04808639393641765,0.04808639393641765,0.04808639393641765,0.05562506323318795,0.05562506323318795,0.05562506323318795,-0.7270632358120979,-0.7270632358120979,-0.7270632358120979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.822531,-0.822531,-0.822531,-0.7134899026530075,-0.7134899026530075,-0.7134899026530075,-0.0006807048220118842,-0.0006807048220118842,-0.0006807048220118842,0.01425403798110231,0.01425403798110231,0.01425403798110231,0.0,0.0,0.0,35.172816036502326,35.97116463187817
